municipality,plz,bundesland,state,latitude,longitude,municipality_place_name,partnergemeinde,land,country,kontinent,continent,seit,form,partner_latitude,partner_longitude,partner_place_name
Altheim,88499,Baden-Württemberg,Baden-Wurttemberg,48.145300,9.447400,"Altheim, 88499, Baden-Württemberg, Germany",Mariakemend (Keimend),Ungarn,Hungary,Europa,Europe,2000,p,46.027000,18.461800,"Máriakéménd, Baranya, Hungary"
Althütte,71566,Baden-Württemberg,Baden-Wurttemberg,48.928255,9.573466,"71566, Baden-Württemberg, Germany",Obertilliach,Österreich,Austria,Europa,Europe,2000,k,46.702400,12.607000,"Obertilliach, 9942, Tirol, Austria"
Altleiningen,67317,Rheinland-Pfalz,Rheinland-Pfalz,49.507500,8.073300,"Altleiningen, 67317, Rheinland-Pfalz, Germany",Oberbronn-Zinswiller,Frankreich,France,Europa,Europe,1982,p,48.940200,7.607000,"Oberbronn, 67110, Bas-Rhin, France"
Altomünster,85250,Bayern,Bavaria,48.389551,11.243216,"85250, Bayern, Germany",Nagyvenyim,Ungarn,Hungary,Europa,Europe,1993,p,46.957600,18.863500,"Nagyvenyim, Fejér, Hungary"
Altötting,84503,Bayern,Bavaria,48.217215,12.698334,"84503, Bayern, Germany",Sedlcany (Settschau),Tschech. Republik,Czech Republic,Europa,Europe,1992,f,49.660600,14.426600,"Sedlčany, Středočeský, Czech Republic"
Altötting,84503,Bayern,Bavaria,48.217215,12.698334,"84503, Bayern, Germany",Pribram (Bibersdorf),Tschech. Republik,Czech Republic,Europa,Europe,1991,k,49.687400,13.994500,"Příbram, Středočeský, Czech Republic"
Altötting,84503,Bayern,Bavaria,48.217215,12.698334,"84503, Bayern, Germany",Czestochowa (Tschenstochau),Polen,Poland,Europa,Europe,1990,k,50.809600,19.122100,"Częstochowa, Śląskie, Poland"
Altrip,67122,Rheinland-Pfalz,Rheinland-Pfalz,49.435100,8.484000,"Altrip, 67122, Rheinland-Pfalz, Germany",Petit Rederching,Frankreich,France,Europa,Europe,1991,p,49.057800,7.305100,"Petit-Réderching, 57410, Moselle, France"
Altshausen,88361,Baden-Württemberg,Baden-Wurttemberg,47.930200,9.545900,"Altshausen, 88361, Baden-Württemberg, Germany",Sausset les Pins,Frankreich,France,Europa,Europe,2009,p,43.332200,5.113900,"Sausset-les-Pins, 13960, Bouches-du-Rhône, France"
Altshausen,88361,Baden-Württemberg,Baden-Wurttemberg,47.930200,9.545900,"Altshausen, 88361, Baden-Württemberg, Germany",Bicske (Witschke),Ungarn,Hungary,Europa,Europe,1995,p,47.486700,18.622100,"Bicske, Fejér, Hungary"
Altusried,87452,Bayern,Bavaria,47.804100,10.214300,"Altusried, 87452, Bayern, Germany",Lusignan (Poitou),Frankreich,France,Europa,Europe,1976,p,46.434700,0.122800,"Lusignan, 86600, Vienne, France"
Alzenau,63755,Bayern,Bavaria,50.088800,9.064500,"Alzenau, 63755, Bayern, Germany",Ogolnoksztalcace,Polen,Poland,Europa,Europe,2000,k,51.910264,19.159723,Poland
Alzenau,63755,Bayern,Bavaria,50.088800,9.064500,"Alzenau, 63755, Bayern, Germany",Pfaffstätten (Niederösterreich),Österreich,Austria,Europa,Europe,1972,p,47.695940,14.755756,Austria
Alzenau,63755,Bayern,Bavaria,50.088800,9.064500,"Alzenau, 63755, Bayern, Germany",Thaon-les-Vosges,Frankreich,France,Europa,Europe,1986,p,48.250000,6.416700,"Thaon-les-Vosges, 88150, Vosges, France"
Alzenau,63755,Bayern,Bavaria,50.088800,9.064500,"Alzenau, 63755, Bayern, Germany",Sint-Oedenrode,Niederlande,Netherlands,Europa,Europe,1968,p,51.563400,5.475276,"Sint-Oedenrode, 5492, Noord-Brabant, Netherlands"
Alzey,55232,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,8.101400,"Alzey, 55232, Rheinland-Pfalz, Germany",Koscian (Kosten),Polen,Poland,Europa,Europe,1990,p,52.083400,16.649400,"Kościan, Wielkopolskie, Poland"
Alzey,55232,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,8.101400,"Alzey, 55232, Rheinland-Pfalz, Germany",Lembeye,Frankreich,France,Europa,Europe,1980,p,43.450000,-0.100000,"Lembeye, 64350, Pyrénées-Atlantiques, France"
Alzey,55232,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,8.101400,"Alzey, 55232, Rheinland-Pfalz, Germany",Rechnitz,Österreich,Austria,Europa,Europe,1981,p,47.309600,16.438900,"Rechnitz, 7471, Burgenland, Austria"
Alzey,55232,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,8.101400,"Alzey, 55232, Rheinland-Pfalz, Germany",Josselin,Frankreich,France,Europa,Europe,1973,p,47.955800,-2.548300,"Josselin, 56120, Morbihan, France"
Alzey,55232,Rheinland-Pfalz,Rheinland-Pfalz,49.750000,8.101400,"Alzey, 55232, Rheinland-Pfalz, Germany",Harpenden,Großbritannien,United Kingdom,Europa,Europe,1963,p,51.817351,-0.353668,"Harpenden, AL5 4UZ, Hertfordshire, United Kingdom"
"Alzey-Worms (Kreis) (Alzey, Stadt)",55221,Rheinland-Pfalz,Rheinland-Pfalz,49.633266,8.329385,"Alzeyer Straße, Worms, 67549, Rheinland-Pfalz, Germany",Orhei,Moldawien,Moldova,Europa,Europe,2000,k,47.399865,28.760607,"Orhei, Moldova"
AlzeyWorms (Kreis),,,#VALUE!,50.945300,13.755100,,Koscian,Polen,Poland,Europa,Europe,2000,p,52.083400,16.649400,"Kościan, Wielkopolskie, Poland"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Trikala,Griechenland,Greece,Europa,Europe,2001,p,39.556200,21.767900,"Trikala, ΘΕΣΣΑΛΙΑ, Greece"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Desenzano del Garda,Italien,Italy,Europa,Europe,2006,p,45.471146,10.541837,"Desenzano del Garda, BRESCIA, Italy"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Kranj,Slowenien,Slovenia,Europa,Europe,1965,k,46.262603,14.257510,"Kranj, Slovenia"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Périgueux,Frankreich,France,Europa,Europe,1965,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Siilinjärvi,Finnland,Finland,Europa,Europe,1999,f,64.782742,26.977793,Finland
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Usti nad Orlici,Tschech. Republik,Czech Republic,Europa,Europe,2001,p,49.973900,16.393600,"Ústí nad Orlicí, Pardubický, Czech Republic"
Amberg,92224,Bayern,Bavaria,49.450200,11.848000,"Amberg, 92224, Bayern, Germany",Bystrzyca Klodzka,Polen,Poland,Europa,Europe,1988,p,50.295300,16.649900,"Bystrzyca Kłodzka, Dolnośląskie, Poland"
"Amberg-Sulzbach (Kreis) (Amberg, Stadt)",92224,Bayern,Bavaria,49.360311,11.866774,"Amberg-Sulzbach, 92266, Bayern, Germany",Argyll & Bute,Großbritannien,United Kingdom,Europa,Europe,1967,p,56.158800,-5.222642,"Argyll and Bute, Argyll and Bute, United Kingdom"
Ammerland (Kreis),,,#VALUE!,,,,Pleszew (Pless),Polen,Poland,Europa,Europe,2000,p,49.985900,18.932900,"Pszczyna, Śląskie, Poland"
Ammerndorf,90614,Bayern,Bavaria,49.423300,10.850100,"Ammerndorf, 90614, Bayern, Germany",Dulliken,Schweiz,Switzerland,Europa,Europe,1996,p,46.824210,8.447794,Switzerland
Ammersbek,22949,Schleswig-Holstein,Schleswig-Holstein,53.700000,10.200000,"Ammersbek, 22949, Schleswig-Holstein, Germany",Montoir de Bretagne,Frankreich,France,Europa,Europe,1986,p,47.328300,-2.149200,"Montoir-de-Bretagne, 44550, Loire-Atlantique, France"
Ammerthal,92260,Bayern,Bavaria,49.441200,11.761800,"Ammerthal, 92260, Bayern, Germany",Modiim,Israel,Israel,Asien,Asia,1989,p,31.386006,34.632182,Israel
Amöneburg,35287,Hessen,Hesse,50.773045,8.908783,"35287, Hessen, Germany",Tuoro sul Trasimeno,Italien,Italy,Europa,Europe,1989,p,43.203735,12.081042,"Tuoro, PERUGIA, Italy"
Amöneburg,35287,Hessen,Hesse,50.773045,8.908783,"35287, Hessen, Germany",Chateau-Garnier,Frankreich,France,Europa,Europe,1979,p,46.258900,0.425800,"Château-Garnier, 86350, Vienne, France"
Amöneburg,35287,Hessen,Hesse,50.773045,8.908783,"35287, Hessen, Germany",Tragwein,Österreich,Austria,Europa,Europe,1983,p,48.330800,14.618400,"Tragwein, 4284, Oberösterreich, Austria"
Amorbach,63916,Bayern,Bavaria,49.644400,9.221800,"Amorbach, 63916, Bayern, Germany",Vic-sur-Cère,Frankreich,France,Europa,Europe,1967,p,47.677300,-0.158100,"Cré, 72200, Sarthe, France"
Ampfing,84539,Bayern,Bavaria,48.254100,12.414900,"Ampfing, 84539, Bayern, Germany",Mehrnbach,Österreich,Austria,Europa,Europe,2000,k,48.208300,13.434400,"Mehrnbach, 4941, Oberösterreich, Austria"
Amstetten,73340,Baden-Württemberg,Baden-Wurttemberg,48.578800,9.873900,"Amstetten, 73340, Baden-Württemberg, Germany",Celles-sur-Belle,Frankreich,France,Europa,Europe,1990,p,46.262200,-0.212700,"Celles-sur-Belle, 79370, Deux-Sèvres, France"
Amtzell,88279,Baden-Württemberg,Baden-Wurttemberg,47.712900,9.762300,"Amtzell, 88279, Baden-Württemberg, Germany",Thika,Kenia,Kenya,Afrika,Africa,1976,f,-1.039095,37.085486,"Thika, Central, Kenya"
Amtzell,88279,Baden-Württemberg,Baden-Wurttemberg,47.712900,9.762300,"Amtzell, 88279, Baden-Württemberg, Germany",TaoPu,China,China,Asien,Asia,1994,f,36.894361,98.604453,China
Amtzell,88279,Baden-Württemberg,Baden-Wurttemberg,47.712900,9.762300,"Amtzell, 88279, Baden-Württemberg, Germany",Cosne d`Allier,Frankreich,France,Europa,Europe,1971,p,46.475300,2.831400,"Cosne-d'Allier, 03430, Allier, France"
Amtzell,88279,Baden-Württemberg,Baden-Wurttemberg,47.712900,9.762300,"Amtzell, 88279, Baden-Württemberg, Germany",Kammern,Österreich,Austria,Europa,Europe,1976,f,47.431695,9.886818,"Kammern, Egg, 6863, Vorarlberg, Austria"
Andechs,82346,Bayern,Bavaria,47.966700,11.183300,"Andechs, 82346, Bayern, Germany",Amras,Österreich,Austria,Europa,Europe,2000,k,47.262923,11.428384,"Amraser-See-Straße, Innsbruck, 6020, Tirol, Austria"
Andernach,56626,Rheinland-Pfalz,Rheinland-Pfalz,50.436000,7.373000,"Andernach, 56626, Rheinland-Pfalz, Germany",Dimona,Israel,Israel,Asien,Asia,1975,p,31.045727,35.032007,"Dimona, HaDarom, Israel"
Andernach,56626,Rheinland-Pfalz,Rheinland-Pfalz,50.436000,7.373000,"Andernach, 56626, Rheinland-Pfalz, Germany",Ekeren,Belgien,Belgium,Europa,Europe,1979,p,50.500204,4.863757,Belgium
Andernach,56626,Rheinland-Pfalz,Rheinland-Pfalz,50.436000,7.373000,"Andernach, 56626, Rheinland-Pfalz, Germany",Stockerau,Österreich,Austria,Europa,Europe,1984,p,48.383000,16.199600,"Stockerau, 2000, Niederösterreich, Austria"
Andernach,56626,Rheinland-Pfalz,Rheinland-Pfalz,50.436000,7.373000,"Andernach, 56626, Rheinland-Pfalz, Germany",Saint Amand les Eaux,Frankreich,France,Europa,Europe,1959,p,50.437807,3.440615,"Saint-Amand-les-Eaux, 59230, Nord, France"
Andernach,56626,Rheinland-Pfalz,Rheinland-Pfalz,50.436000,7.373000,"Andernach, 56626, Rheinland-Pfalz, Germany",Farnham,Großbritannien,United Kingdom,Europa,Europe,1991,p,51.206176,-0.804672,"Farnham, GU9 8QH, Surrey, United Kingdom"
Angermünde,16278,Brandenburg,Brandenburg,53.045497,14.013914,"16278, Brandenburg, Germany",Strzelce Krajenskie (Friedeberg),Polen,Poland,Europa,Europe,1985,p,52.875800,15.531700,"Strzelce Krajeńskie, Lubuskie, Poland"
Anklam,17389,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.846600,13.708300,"Anklam, 17389, Mecklenburg-Vorpommern, Germany",Hobrow,Dänemark,Denmark,Europa,Europe,2000,k,55.939705,9.318333,Denmark
Anklam,17389,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.846600,13.708300,"Anklam, 17389, Mecklenburg-Vorpommern, Germany",Ustka (Stolpmünde Krs. Stolp),Polen,Poland,Europa,Europe,1995,p,54.464000,17.028700,"Słupsk, Pomorskie, Poland"
Anklam,17389,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.846600,13.708300,"Anklam, 17389, Mecklenburg-Vorpommern, Germany",Burlöv,Schweden,Sweden,Europa,Europe,1994,p,62.129120,15.198011,Sweden
Annaberg-Buchholz,9456,Sachsen,Saxony,50.579500,13.006300,"Annaberg-Buchholz, 09456, Sachsen, Germany",Paide,Estland,Estonia,Europa,Europe,1992,p,58.885600,25.557200,"Paide, Järvamaa, Estonia"
Annweiler am Trifels,76855,Rheinland-Pfalz,Rheinland-Pfalz,49.202800,7.965900,"Annweiler am Trifels, 76855, Rheinland-Pfalz, Germany",Ambert,Frankreich,France,Europa,Europe,1988,p,45.550000,3.750000,"Ambert, 63600, Puy-de-Dôme, France"
Annweiler am Trifels,76855,Rheinland-Pfalz,Rheinland-Pfalz,49.202800,7.965900,"Annweiler am Trifels, 76855, Rheinland-Pfalz, Germany",Hartzviller,Frankreich,France,Europa,Europe,1983,p,48.669400,7.086400,"Hartzviller, 57870, Moselle, France"
Annweiler am Trifels,76855,Rheinland-Pfalz,Rheinland-Pfalz,49.202800,7.965900,"Annweiler am Trifels, 76855, Rheinland-Pfalz, Germany",Waldhambach,Frankreich,France,Europa,Europe,1997,p,48.927000,7.217200,"Waldhambach, 67430, Bas-Rhin, France"
Ansbach,91522,Bayern,Bavaria,49.300700,10.569200,"Ansbach, 91522, Bayern, Germany",Bay City,USA,United States,Amerika,America,1960,p,43.594500,-83.888900,"Bay City, 48708, Michigan, United States"
Ansbach,91522,Bayern,Bavaria,49.300700,10.569200,"Ansbach, 91522, Bayern, Germany",Jingjiang,China,China,Asien,Asia,2004,k,36.894361,98.604453,China
Ansbach,91522,Bayern,Bavaria,49.300700,10.569200,"Ansbach, 91522, Bayern, Germany",Anglet,Frankreich,France,Europa,Europe,1968,p,43.484200,-1.519400,"Anglet, 64600, Pyrénées-Atlantiques, France"
Ansbach,91522,Bayern,Bavaria,49.300700,10.569200,"Ansbach, 91522, Bayern, Germany",Fermo,Italien,Italy,Europa,Europe,2006,p,43.117360,13.635263,"FERMO, Italy"
Apen,26689,Niedersachsen,Lower Saxony,53.216700,7.800000,"Apen, 26689, Niedersachsen, Germany",Nieuweschans,Niederlande,Netherlands,Europa,Europe,1974,p,53.168825,7.182627,"Bad Nieuweschans, 9693, Groningen, Netherlands"
Apensen,21641,Niedersachsen,Lower Saxony,53.431700,9.613500,"Apensen, 21641, Niedersachsen, Germany",Ploërmel (Bretagne),Frankreich,France,Europa,Europe,1980,p,47.003400,1.681300,"Bretagne, 36110, Indre, France"
Apensen (Samtgemeinde),21641,Niedersachsen,Lower Saxony,53.431700,9.613500,"Apensen, 21641, Niedersachsen, Germany",Ploermel (Bretagne),Frankreich,France,Europa,Europe,1980,p,47.931700,-2.397500,"Ploërmel, 56800, Morbihan, France"
Apolda,99510,Thüringen,Thuringia,51.026200,11.516400,"Apolda, 99510, Thüringen, Germany",Rapid City,USA,United States,Amerika,America,1994,p,44.080500,-103.231000,"Rapid City, 57701, South Dakota, United States"
Apolda,99510,Thüringen,Thuringia,51.026200,11.516400,"Apolda, 99510, Thüringen, Germany",Mark,Schweden,Sweden,Europa,Europe,1994,p,57.500000,12.716700,"Mark, Västra Götalands län, Sweden"
Apolda,99510,Thüringen,Thuringia,51.026200,11.516400,"Apolda, 99510, Thüringen, Germany",Seclin,Frankreich,France,Europa,Europe,1963,p,50.548300,3.029400,"Seclin, 59113, Nord, France"
Appen,25482,Schleswig-Holstein,Schleswig-Holstein,53.650000,9.733300,"Appen, 25482, Schleswig-Holstein, Germany",Polegate (East Sussex),Großbritannien,United Kingdom,Europa,Europe,1981,p,50.820374,0.225149,"Polegate, BN26 5SA, East Sussex, United Kingdom"
Appenweier,77767,Baden-Württemberg,Baden-Wurttemberg,48.535600,7.978400,"Appenweier, 77767, Baden-Württemberg, Germany",Montlouis-sur-Loire,Frankreich,France,Europa,Europe,1975,p,47.388400,0.832100,"Montlouis-sur-Loire, 37270, Indre-et-Loire, France"
Armsheim,55288,Rheinland-Pfalz,Rheinland-Pfalz,49.809700,8.056700,"Armsheim, 55288, Rheinland-Pfalz, Germany",Fleville-Devant-Nancy,Frankreich,France,Europa,Europe,1988,p,48.625300,6.203600,"Fléville-devant-Nancy, 54710, Meurthe-et-Moselle, France"
Arnsberg,59759,Nordrhein-Westfalen,North Rhine-Westphalia,51.426300,7.991300,"Arnsberg, 59759, Nordrhein-Westfalen, Germany",Olesno (Rosenberg),Polen,Poland,Europa,Europe,1992,p,50.876000,18.413200,"Olesno, Opolskie, Poland"
Arnsberg,59759,Nordrhein-Westfalen,North Rhine-Westphalia,51.426300,7.991300,"Arnsberg, 59759, Nordrhein-Westfalen, Germany",Caltagirone,Italien,Italy,Europa,Europe,2011,p,37.226648,14.482986,"Caltagirone, CATANIA, Italy"
Arnsberg,59759,Nordrhein-Westfalen,North Rhine-Westphalia,51.426300,7.991300,"Arnsberg, 59759, Nordrhein-Westfalen, Germany",Alba Julia (Karlsburg),Rumänien,Romania,Europa,Europe,1974,p,46.017432,23.548221,"Alba, Romania"
Arnsberg,59759,Nordrhein-Westfalen,North Rhine-Westphalia,51.426300,7.991300,"Arnsberg, 59759, Nordrhein-Westfalen, Germany",London Borough of Bexley,Großbritannien,United Kingdom,Europa,Europe,1971,p,51.499571,-0.135713,"London, SW1H 9EX, City of Westminster, United Kingdom"
Arnsberg,59759,Nordrhein-Westfalen,North Rhine-Westphalia,51.426300,7.991300,"Arnsberg, 59759, Nordrhein-Westfalen, Germany",Deventer,Niederlande,Netherlands,Europa,Europe,1956,p,52.255000,6.163900,"Deventer, 7411, Overijssel, Netherlands"
Arnstadt,99310,Thüringen,Thuringia,50.840500,10.952000,"Arnstadt, 99310, Thüringen, Germany",Le Bouscat,Frankreich,France,Europa,Europe,1994,p,44.868600,-0.600800,"Le Bouscat, 33110, Gironde, France"
Arnstadt,99310,Thüringen,Thuringia,50.840500,10.952000,"Arnstadt, 99310, Thüringen, Germany",Dubi (Duby),Tschech. Republik,Czech Republic,Europa,Europe,1994,f,50.685600,13.785600,"Dubí, Ústecký, Czech Republic"
Arnstein,97450,Bayern,Bavaria,49.978000,9.963800,"Arnstein, 97450, Bayern, Germany",Lugniany (Lugendorf ),Polen,Poland,Europa,Europe,1993,p,51.910264,19.159723,Poland
Arnstein,97450,Bayern,Bavaria,49.978000,9.963800,"Arnstein, 97450, Bayern, Germany",Cancale,Frankreich,France,Europa,Europe,1988,p,48.676000,-1.852300,"Cancale, 35260, Ille-et-Vilaine, France"
Artern/Unstrut,6556,Thüringen,Thuringia,,,,Mazingarbe,Frankreich,France,Europa,Europe,1996,p,50.473100,2.718100,"Mazingarbe, 62670, Pas-de-Calais, France"
Artern/Unstrut,6556,Thüringen,Thuringia,,,,Topolcany (Topoltschan),Slow. Republik,Slovakia,Europa,Europe,1992,p,48.563600,18.167100,"Topoľčany, Nitriansky kraj, Slovakia"
Arzberg,95659,Bayern,Bavaria,50.052000,12.180100,"Arzberg, 95659, Bayern, Germany",Arzberg i. d. Steiermark,Österreich,Austria,Europa,Europe,1977,p,47.242300,15.506000,"Arzberg, 8162, Steiermark, Austria"
Arzberg,95659,Bayern,Bavaria,50.052000,12.180100,"Arzberg, 95659, Bayern, Germany",Horni Slavkov,Tschech. Republik,Czech Republic,Europa,Europe,2008,p,50.138600,12.807600,"Horní Slavkov, Karlovarský, Czech Republic"
Asbach,53567,Rheinland-Pfalz,Rheinland-Pfalz,50.666700,7.416700,"Asbach, 53567, Rheinland-Pfalz, Germany",Kefar-Saba,Israel,Israel,Asien,Asia,1986,k,31.386006,34.632182,Israel
Asbach,53567,Rheinland-Pfalz,Rheinland-Pfalz,50.666700,7.416700,"Asbach, 53567, Rheinland-Pfalz, Germany",Saint-Amur,Frankreich,France,Europa,Europe,1984,k,46.265600,-0.627500,"Amuré, 79210, Deux-Sèvres, France"
Asbach,53567,Rheinland-Pfalz,Rheinland-Pfalz,50.666700,7.416700,"Asbach, 53567, Rheinland-Pfalz, Germany",Cuiseaux,Frankreich,France,Europa,Europe,1984,k,46.494200,5.387800,"Cuiseaux, 71480, Saône-et-Loire, France"
Asbach,53567,Rheinland-Pfalz,Rheinland-Pfalz,50.666700,7.416700,"Asbach, 53567, Rheinland-Pfalz, Germany",Northampton,Großbritannien,United Kingdom,Europa,Europe,1981,k,52.241385,-0.897051,"Northampton, NN1 3NR, Northamptonshire, United Kingdom"
Aschaffenburg,63739,Bayern,Bavaria,49.975700,9.147800,"Aschaffenburg, 63739, Bayern, Germany",Miskolc,Ungarn,Hungary,Europa,Europe,1996,p,48.102900,20.783600,"Miskolc, Borsod-Abaúj-Zemplén, Hungary"
Aschaffenburg,63739,Bayern,Bavaria,49.975700,9.147800,"Aschaffenburg, 63739, Bayern, Germany",Saint Germain-en-Laye,Frankreich,France,Europa,Europe,1975,p,48.935912,2.091935,"Saint-Germain-en-Laye, 78100, Yvelines, France"
Aschaffenburg,63739,Bayern,Bavaria,49.975700,9.147800,"Aschaffenburg, 63739, Bayern, Germany",Perth & Kinross,Großbritannien,United Kingdom,Europa,Europe,1956,p,56.526382,-3.794028,"Perth and Kinross, Perth and Kinross, United Kingdom"
Ascheberg,59387,Nordrhein-Westfalen,North Rhine-Westphalia,51.783300,7.616700,"Ascheberg, 59387, Nordrhein-Westfalen, Germany",Buggiano,Italien,Italy,Europa,Europe,2004,p,43.889427,10.732733,"Buggiano, PISTOIA, Italy"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Cordoba,Spanien,Spain,Europa,Europe,2000,k,37.959514,-4.854429,"Córdoba, Spain"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Lille,Frankreich,France,Europa,Europe,2000,k,50.633000,3.058600,"Lille, 59800, Nord, France"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Morso,Dänemark,Denmark,Europa,Europe,2000,k,56.783300,8.750000,"Morsø, Nordjylland, Denmark"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Kerava,Finnland,Finland,Europa,Europe,2009,k,60.395600,25.117500,"Kerava, Uusimaa, Finland"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Forssa,Finnland,Finland,Europa,Europe,2000,k,60.903300,23.639500,"Forssa, Kanta-Häme, Finland"
Aschersleben,6449,Sachsen-Anhalt,Saxony-Anhalt,51.777800,11.488900,"Aschersleben, 06449, Sachsen-Anhalt, Germany",Trencianske Teplice,Slow. Republik,Slovakia,Europa,Europe,2002,p,48.910600,18.166900,"Trenčianske Teplice, Trenciansky kraj, Slovakia"
Aschheim,85609,Bayern,Bavaria,48.171100,11.716700,"Aschheim, 85609, Bayern, Germany",Mougins,Frankreich,France,Europa,Europe,2000,p,43.598700,7.004300,"Mougins, 06250, Alpes-Maritimes, France"
Aschheim,85609,Bayern,Bavaria,48.171100,11.716700,"Aschheim, 85609, Bayern, Germany",Jedovnice,Tschech. Republik,Czech Republic,Europa,Europe,2000,p,49.339600,16.756400,"Jedovnice, Jihomoravský, Czech Republic"
Aschheim,85609,Bayern,Bavaria,48.171100,11.716700,"Aschheim, 85609, Bayern, Germany",Leros,Griechenland,Greece,Europa,Europe,2000,p,39.699953,21.577749,Greece
Asendorf,27330,Niedersachsen,Lower Saxony,52.766700,9.000000,"Asendorf, 27330, Niedersachsen, Germany",Trzciel (Tirschtiegel),Polen,Poland,Europa,Europe,1993,p,52.363800,15.876000,"Trzciel, Lubuskie, Poland"
Aspach,71546,Baden-Württemberg,Baden-Wurttemberg,48.966700,9.400000,"Aspach, 71546, Baden-Württemberg, Germany",Chemillé,Frankreich,France,Europa,Europe,2000,k,46.487700,3.312700,"Chemilly, 03210, Allier, France"
Asperg,71679,Baden-Württemberg,Baden-Wurttemberg,48.904900,9.138900,"Asperg, 71679, Baden-Württemberg, Germany",Lure,Frankreich,France,Europa,Europe,1967,p,47.683100,6.496700,"Lure, 70200, Haute-Saône, France"
Aßlar,35614,Hessen,Hesse,50.620844,8.445054,"35614, Hessen, Germany",Swiebodzice,Polen,Poland,Europa,Europe,2004,f,50.872500,16.338500,"Świebodzice, Dolnośląskie, Poland"
